biblioitem,former_leader,suggested_change
4117,03246    a2200301   4500,03246  m a2200301   4500
4118,03497    a2200337   4500,03497  m a2200337   4500
4120,01568    a2200325   4500,01568  m a2200325   4500
4122,03402    a2200313   4500,03402  m a2200313   4500
4123,02994    a2200277   4500,02994  m a2200277   4500
4124,03269    a2200313   4500,03269  m a2200313   4500
4125,03330    a2200313   4500,03330  m a2200313   4500
4126,03245    a2200301   4500,03245  m a2200301   4500
4127,03154    a2200277   4500,03154  m a2200277   4500
4128,03828    a2200373   4500,03828  m a2200373   4500
4129,01469    a2200301   4500,01469  m a2200301   4500
4130,03180    a2200289   4500,03180  m a2200289   4500
4131,03315    a2200313   4500,03315  m a2200313   4500
4132,03043    a2200241   4500,03043  m a2200241   4500
4133,02312    a2200421   4500,02312  m a2200421   4500
4134,02130    a2200337   4500,02130  m a2200337   4500
4135,02499aca a2200385   4500,02499acm a2200385   4500
4136,02069aca a2200349   4500,02069acm a2200349   4500
4137,02283aca a2200325   4500,02283acm a2200325   4500
4138,02438aca a2200325   4500,02438acm a2200325   4500
4140,03990    a2200325   4500,03990  m a2200325   4500
4141,03860    a2200289   4500,03860  m a2200289   4500
4142,03857    a2200301   4500,03857  m a2200301   4500
4143,03789    a2200301   4500,03789  m a2200301   4500
4144,03845    a2200301   4500,03845  m a2200301   4500
4145,03953    a2200301   4500,03953  m a2200301   4500
4146,03832    a2200313   4500,03832  m a2200313   4500
4147,03832    a2200313   4500,03832  m a2200313   4500
4148,03702    a2200289   4500,03702  m a2200289   4500
4149,03876    a2200313   4500,03876  m a2200313   4500
4150,03698    a2200289   4500,03698  m a2200289   4500
4151,03599    a2200289   4500,03599  m a2200289   4500
4152,06836    a2200553   4500,06836  m a2200553   4500
4153,03642    a2200313   4500,03642  m a2200313   4500
4154,03785    a2200301   4500,03785  m a2200301   4500
4155,04762    a2200373   4500,04762  m a2200373   4500
4156,01732    a2200301   4500,01732  m a2200301   4500
4157,03361    a2200289   4500,03361  m a2200289   4500
4158,02064    a2200349   4500,02064  m a2200349   4500
4160,01988ada a2200337   4500,01988adm a2200337   4500
4168,01260aca a2200253   4500,01260acm a2200253   4500
4170,02549    a2200457   4500,02549  m a2200457   4500
4190,01393aaa a2200229   4500,01393aam a2200229   4500
4193,01310    a2200241   4500,01310  m a2200241   4500
4197,00995    a2200217   4500,00995  m a2200217   4500
4216,02816aac a2200277   4500,02816aam a2200277   4500
4219,03048aab a2200313   4500,03048aam a2200313   4500
4220,02767aab a2200289   4500,02767aam a2200289   4500
4221,02672aab a2200277   4500,02672aam a2200277   4500
4222,02593aab a2200277   4500,02593aam a2200277   4500
4223,02839aab a2200301   4500,02839aam a2200301   4500
4224,02487aab a2200277   4500,02487aam a2200277   4500
4225,03062aab a2200313   4500,03062aam a2200313   4500
4226,02866aab a2200301   4500,02866aam a2200301   4500
4227,02558aab a2200253   4500,02558aam a2200253   4500
4228,02539aab a2200253   4500,02539aam a2200253   4500
4229,02587aab a2200265   4500,02587aam a2200265   4500
4233,01072    a2200205   4500,01072  m a2200205   4500
4239,03446acb a2200373   4500,03446acm a2200373   4500
4241,05179adc a2200577   4500,05179adm a2200577   4500
4243,03976aac a2200457   4500,03976aam a2200457   4500
4253,01876    a2200313   4500,01876  m a2200313   4500
4264,02309    a2200337   4500,02309  m a2200337   4500
4265,02050    a2200325   4500,02050  m a2200325   4500
4266,01415aac a2200241   4500,01415aam a2200241   4500
4267,02746aac a2200217   4500,02746aam a2200217   4500
4268,00891aac a2200193   4500,00891aam a2200193   4500
4269,00927aac a2200193   4500,00927aam a2200193   4500
4270,00891aac a2200193   4500,00891aam a2200193   4500
4271,01155aac a2200241   4500,01155aam a2200241   4500
4272,01146aac a2200229   4500,01146aam a2200229   4500
4273,01061aac a2200229   4500,01061aam a2200229   4500
4277,01681    a2200325   4500,01681  m a2200325   4500
4279,00886aad a2200229   4500,00886aam a2200229   4500
4288,06890    a2200805   4500,06890  m a2200805   4500
4295,03651    a2200577   4500,03651  m a2200577   4500
4297,01867    a2200385   4500,01867  m a2200385   4500
4299,01733    a2200373   4500,01733  m a2200373   4500
4300,01754    a2200313   4500,01754  m a2200313   4500
4301,01642    a2200325   4500,01642  m a2200325   4500
4302,01489    a2200265   4500,01489  m a2200265   4500
4303,01516aac a2200253   4500,01516aam a2200253   4500
4309,02020aac a2200301   4500,02020aam a2200301   4500
4311,03030aac a2200373   4500,03030aam a2200373   4500
4313,01812aac a2200313   4500,01812aam a2200313   4500
4314,01451    a2200289   4500,01451  m a2200289   4500
4322,01419    a2200289   4500,01419  m a2200289   4500
4323,01451    a2200325   4500,01451  m a2200325   4500
4324,01797    a2200349   4500,01797  m a2200349   4500
4325,01316    a2200265   4500,01316  m a2200265   4500
4326,01372    a2200289   4500,01372  m a2200289   4500
4327,01285    a2200277   4500,01285  m a2200277   4500
4328,03077    a2200349   4500,03077  m a2200349   4500
4330,03046    a2200529   4500,03046  m a2200529   4500
4338,02120    a2200373   4500,02120  m a2200373   4500
4356,03393    a2200517   4500,03393  m a2200517   4500
4357,02078    a2200373   4500,02078  m a2200373   4500
4362,01535    a2200349   4500,01535  m a2200349   4500
4363,01875    a2200325   4500,01875  m a2200325   4500
4365,02132    a2200349   4500,02132  m a2200349   4500
4371,02187    a2200325   4500,02187  m a2200325   4500
4372,02444    a2200397   4500,02444  m a2200397   4500
4373,01614    a2200313   4500,01614  m a2200313   4500
4374,01616aad a2200301   4500,01616aam a2200301   4500
4375,02294    a2200457   4500,02294  m a2200457   4500
4376,01251    a2200265   4500,01251  m a2200265   4500
4377,02386    a2200469   4500,02386  m a2200469   4500
4378,01184    a2200277   4500,01184  m a2200277   4500
4379,02270    a2200361   4500,02270  m a2200361   4500
4380,01831    a2200349   4500,01831  m a2200349   4500
4381,02849    a2200529   4500,02849  m a2200529   4500
4382,02653    a2200457   4500,02653  m a2200457   4500
4383,01818    a2200325   4500,01818  m a2200325   4500
4384,01601    a2200349   4500,01601  m a2200349   4500
4387,02518aac a2200361   4500,02518aam a2200361   4500
4388,02663aac a2200361   4500,02663aam a2200361   4500
4389,01852    a2200289   4500,01852  m a2200289   4500
4391,01796    a2200301   4500,01796  m a2200301   4500
4392,01983    a2200397   4500,01983  m a2200397   4500
4394,01551    a2200325   4500,01551  m a2200325   4500
4400,02214aac a2200361   4500,02214aam a2200361   4500
4402,02396    a2200457   4500,02396  m a2200457   4500
4407,01792    a2200325   4500,01792  m a2200325   4500
4408,01486    a2200325   4500,01486  m a2200325   4500
4411,01290    a2200289   4500,01290  m a2200289   4500
4412,02643    a2200385   4500,02643  m a2200385   4500
4413,02529    a2200529   4500,02529  m a2200529   4500
4416,03419    a2200613   4500,03419  m a2200613   4500
4426,03397    a2200673   4500,03397  m a2200673   4500
4427,01427aca a2200253   4500,01427acm a2200253   4500
4429,02167aac a2200313   4500,02167aam a2200313   4500
4431,01895    a2200313   4500,01895  m a2200313   4500
4433,01136    a2200229   4500,01136  m a2200229   4500
4436,00864    a2200169   4500,00864  m a2200169   4500
4445,01023aac a2200217   4500,01023aam a2200217   4500
4447,01378    a2200289   4500,01378  m a2200289   4500
4448,01071    a2200241   4500,01071  m a2200241   4500
4450,01258aad a2200265   4500,01258aam a2200265   4500
4451,01491    a2200277   4500,01491  m a2200277   4500
4452,01196    a2200253   4500,01196  m a2200253   4500
4453,01197    a2200241   4500,01197  m a2200241   4500
4454,01248    a2200265   4500,01248  m a2200265   4500
4455,01342    a2200289   4500,01342  m a2200289   4500
4456,01636    a2200289   4500,01636  m a2200289   4500
4457,01166    a2200265   4500,01166  m a2200265   4500
4458,01971aad a2200325   4500,01971aam a2200325   4500
4459,01426aad a2200277   4500,01426aam a2200277   4500
4460,10159    a2200877   4500,10159  m a2200877   4500
4461,01737aad a2200301   4500,01737aam a2200301   4500
4463,01693    a2200265   4500,01693  m a2200265   4500
4464,01644    a2200277   4500,01644  m a2200277   4500
4466,01154    a2200229   4500,01154  m a2200229   4500
4467,01512    a2200289   4500,01512  m a2200289   4500
4468,02116    a2200385   4500,02116  m a2200385   4500
4470,01353    a2200253   4500,01353  m a2200253   4500
4471,01367    a2200253   4500,01367  m a2200253   4500
4472,01057    a2200217   4500,01057  m a2200217   4500
4473,01380    a2200277   4500,01380  m a2200277   4500
4475,02581    a2200361   4500,02581  m a2200361   4500
4476,01818    a2200277   4500,01818  m a2200277   4500
4478,01765    a2200337   4500,01765  m a2200337   4500
4479,01477    a2200289   4500,01477  m a2200289   4500
4482,02082aac a2200313   4500,02082aam a2200313   4500
4485,01282    a2200253   4500,01282  m a2200253   4500
4490,01481aac a2200277   4500,01481aam a2200277   4500
4491,03857aac a2200445   4500,03857aam a2200445   4500
4496,02162    a2200373   4500,02162  m a2200373   4500
4497,02394    a2200349   4500,02394  m a2200349   4500
4499,02308    a2200325   4500,02308  m a2200325   4500
4500,01565acc a2200253   4500,01565acm a2200253   4500
4501,01477    a2200325   4500,01477  m a2200325   4500
4503,02779    a2200421   4500,02779  m a2200421   4500
4504,01968    a2200301   4500,01968  m a2200301   4500
4505,05817    a2200577   4500,05817  m a2200577   4500
4506,02905    a2200373   4500,02905  m a2200373   4500
4507,03103    a2200397   4500,03103  m a2200397   4500
4508,04596    a2200505   4500,04596  m a2200505   4500
4509,04270    a2200589   4500,04270  m a2200589   4500
4510,02139    a2200253   4500,02139  m a2200253   4500
4511,01706    a2200301   4500,01706  m a2200301   4500
4513,01787aac a2200325   4500,01787aam a2200325   4500
4514,03092    a2200613   4500,03092  m a2200613   4500
4515,02149    a2200421   4500,02149  m a2200421   4500
4516,02146    a2200421   4500,02146  m a2200421   4500
4518,01313    a2200289   4500,01313  m a2200289   4500
4519,01582aab a2200289   4500,01582aam a2200289   4500
4520,01547aab a2200277   4500,01547aam a2200277   4500
4521,01726    a2200337   4500,01726  m a2200337   4500
4522,01787    a2200277   4500,01787  m a2200277   4500
4523,01853    a2200313   4500,01853  m a2200313   4500
4531,02704aab a2200325   4500,02704aam a2200325   4500
4532,02411    a2200373   4500,02411  m a2200373   4500
4533,02817    a2200409   4500,02817  m a2200409   4500
4535,01287    a2200253   4500,01287  m a2200253   4500
4539,02592    a2200349   4500,02592  m a2200349   4500
4540,01118    a2200253   4500,01118  m a2200253   4500
4541,01775    a2200265   4500,01775  m a2200265   4500
4543,04799    a2200685   4500,04799  m a2200685   4500
4544,01695    a2200289   4500,01695  m a2200289   4500
4545,02765    a2200277   4500,02765  m a2200277   4500
4546,01778    a2200277   4500,01778  m a2200277   4500
4550,02600    a2200325   4500,02600  m a2200325   4500
4551,03725    a2200397   4500,03725  m a2200397   4500
4552,01919    a2200301   4500,01919  m a2200301   4500
4553,00902    a2200205   4500,00902  m a2200205   4500
4554,02392    a2200481   4500,02392  m a2200481   4500
4555,01747    a2200253   4500,01747  m a2200253   4500
4556,01500    a2200253   4500,01500  m a2200253   4500
4557,02412    a2200289   4500,02412  m a2200289   4500
4558,02784    a2200289   4500,02784  m a2200289   4500
4559,02858    a2200301   4500,02858  m a2200301   4500
4562,01575    a2200289   4500,01575  m a2200289   4500
4565,01586    a2200289   4500,01586  m a2200289   4500
4566,01236    a2200253   4500,01236  m a2200253   4500
4567,03579    a2200373   4500,03579  m a2200373   4500
4568,01722    a2200277   4500,01722  m a2200277   4500
4571,01125    a2200241   4500,01125  m a2200241   4500
4572,01067    a2200241   4500,01067  m a2200241   4500
4573,01292    a2200277   4500,01292  m a2200277   4500
4574,02116    a2200373   4500,02116  m a2200373   4500
4575,01075    a2200241   4500,01075  m a2200241   4500
4576,01512    a2200265   4500,01512  m a2200265   4500
4577,02210    a2200289   4500,02210  m a2200289   4500
4578,02839    a2200505   4500,02839  m a2200505   4500
4579,02341    a2200289   4500,02341  m a2200289   4500
4580,01314    a2200265   4500,01314  m a2200265   4500
4581,02095    a2200421   4500,02095  m a2200421   4500
4582,02130aca a2200325   4500,02130acm a2200325   4500
4583,02044aca a2200313   4500,02044acm a2200313   4500
4584,02015aca a2200301   4500,02015acm a2200301   4500
4585,01954aca a2200301   4500,01954acm a2200301   4500
4586,02037aca a2200313   4500,02037acm a2200313   4500
4587,01589aca a2200277   4500,01589acm a2200277   4500
4588,01883aca a2200289   4500,01883acm a2200289   4500
4590,01694    a2200313   4500,01694  m a2200313   4500
4592,02048    a2200301   4500,02048  m a2200301   4500
4594,02130    a2200265   4500,02130  m a2200265   4500
4610,02089aad a2200313   4500,02089aam a2200313   4500
4611,01994aad a2200325   4500,01994aam a2200325   4500
4613,01593aad a2200265   4500,01593aam a2200265   4500
4614,02006aad a2200325   4500,02006aam a2200325   4500
4618,02626    a2200301   4500,02626  m a2200301   4500
4619,01512    a2200277   4500,01512  m a2200277   4500
4621,01836aac a2200313   4500,01836aam a2200313   4500
4624,05968    a2200505   4500,05968  m a2200505   4500
4625,01509    a2200277   4500,01509  m a2200277   4500
4628,01584    a2200301   4500,01584  m a2200301   4500
4630,03266    a2200385   4500,03266  m a2200385   4500
4631,01967    a2200337   4500,01967  m a2200337   4500
4633,02250    a2200301   4500,02250  m a2200301   4500
4635,02479    a2200337   4500,02479  m a2200337   4500
4636,02992    a2200481   4500,02992  m a2200481   4500
4637,02593    a2200361   4500,02593  m a2200361   4500
4639,01712aac a2200301   4500,01712aam a2200301   4500
4641,04364    a2200601   4500,04364  m a2200601   4500
4642,03294    a2200325   4500,03294  m a2200325   4500
4644,02410    a2200337   4500,02410  m a2200337   4500
4646,02286    a2200337   4500,02286  m a2200337   4500
4647,01260    a2200277   4500,01260  m a2200277   4500
4649,01399acb a2200253   4500,01399acm a2200253   4500
4652,02231    a2200421   4500,02231  m a2200421   4500
4654,03076    a2200505   4500,03076  m a2200505   4500
4655,02153    a2200325   4500,02153  m a2200325   4500
4665,04218aac a2200517   4500,04218aam a2200517   4500
4667,01864aac a2200313   4500,01864aam a2200313   4500
4669,01039    a2200217   4500,01039  m a2200217   4500
4670,01764    a2200277   4500,01764  m a2200277   4500
4671,01900    a2200289   4500,01900  m a2200289   4500
4672,01435    a2200241   4500,01435  m a2200241   4500
4673,01578    a2200241   4500,01578  m a2200241   4500
4674,02021    a2200313   4500,02021  m a2200313   4500
4675,02879    a2200325   4500,02879  m a2200325   4500
4679,01974    a2200253   4500,01974  m a2200253   4500
4682,01767    a2200277   4500,01767  m a2200277   4500
4685,01442    a2200277   4500,01442  m a2200277   4500
4686,01749    a2200301   4500,01749  m a2200301   4500
4687,02477    a2200421   4500,02477  m a2200421   4500
4690,01247    a2200265   4500,01247  m a2200265   4500
4693,01370    a2200253   4500,01370  m a2200253   4500
4694,02003    a2200337   4500,02003  m a2200337   4500
4695,01447    a2200289   4500,01447  m a2200289   4500
4696,02461    a2200325   4500,02461  m a2200325   4500
4700,02185    a2200337   4500,02185  m a2200337   4500
4701,02763    a2200517   4500,02763  m a2200517   4500
4702,02399    a2200349   4500,02399  m a2200349   4500
4703,01257aca a2200289   4500,01257acm a2200289   4500
4705,01053    a2200253   4500,01053  m a2200253   4500
4706,01754    a2200337   4500,01754  m a2200337   4500
4709,01770    a2200385   4500,01770  m a2200385   4500
4710,01434    a2200277   4500,01434  m a2200277   4500
4712,02442    a2200349   4500,02442  m a2200349   4500
4713,01399aad a2200277   4500,01399aam a2200277   4500
4714,01347aad a2200265   4500,01347aam a2200265   4500
4715,01442    a2200289   4500,01442  m a2200289   4500
4718,02462    a2200313   4500,02462  m a2200313   4500
4719,02262    a2200313   4500,02262  m a2200313   4500
4720,00887    a2200217   4500,00887  m a2200217   4500
4722,01233    a2200229   4500,01233  m a2200229   4500
4723,01290    a2200253   4500,01290  m a2200253   4500
4724,00778    a2200181   4500,00778  m a2200181   4500
4726,03213    a2200505   4500,03213  m a2200505   4500
4731,03745    a2200541   4500,03745  m a2200541   4500
4734,03036    a2200553   4500,03036  m a2200553   4500
4735,01667    a2200325   4500,01667  m a2200325   4500
4736,03160    a2200373   4500,03160  m a2200373   4500
4737,02459    a2200337   4500,02459  m a2200337   4500
4738,01847    a2200289   4500,01847  m a2200289   4500
4742,03311    a2200601   4500,03311  m a2200601   4500
4743,02710    a2200313   4500,02710  m a2200313   4500
4746,02882    a2200421   4500,02882  m a2200421   4500
4747,02692    a2200421   4500,02692  m a2200421   4500
4755,01458    a2200277   4500,01458  m a2200277   4500
4765,00920aca a2200217   4500,00920acm a2200217   4500
4766,00823aca a2200205   4500,00823acm a2200205   4500
4767,01185aca a2200253   4500,01185acm a2200253   4500
4768,00812aca a2200205   4500,00812acm a2200205   4500
4771,01315aca a2200241   4500,01315acm a2200241   4500
4775,00685aaa a2200193   4500,00685aam a2200193   4500
4793,02143    a2200361   4500,02143  m a2200361   4500
4819,01367acd a2200265   4500,01367acm a2200265   4500
4854,01085adc a2200241   4500,01085adm a2200241   4500
4855,01384    a2200241   4500,01384  m a2200241   4500
4858,00736add a2200169   4500,00736adm a2200169   4500
4860,02325adc a2200325   4500,02325adm a2200325   4500
4924,01737    a2200277   4500,01737  m a2200277   4500
4949,01867aad a2200301   4500,01867aam a2200301   4500
4951,01171aad a2200217   4500,01171aam a2200217   4500
4952,01387aad a2200265   4500,01387aam a2200265   4500
4953,01059aab a2200217   4500,01059aam a2200217   4500
4955,01147aac a2200193   4500,01147aam a2200193   4500
4959,02599ada a2200373   4500,02599adm a2200373   4500
4961,02012    a2200265   4500,02012  m a2200265   4500
4964,01587    a2200301   4500,01587  m a2200301   4500
4965,03510aas a2200205   4500,03510aam a2200205   4500
4966,03579aas a2200217   4500,03579aam a2200217   4500
4967,03513aas a2200205   4500,03513aam a2200205   4500
4968,04008aas a2200253   4500,04008aam a2200253   4500
4969,03523aas a2200205   4500,03523aam a2200205   4500
4971,03564aas a2200217   4500,03564aam a2200217   4500
4972,04316aas a2200277   4500,04316aam a2200277   4500
4973,03418aas a2200181   4500,03418aam a2200181   4500
4974,04624aas a2200301   4500,04624aam a2200301   4500
4975,03498aas a2200205   4500,03498aam a2200205   4500
4976,03548aas a2200217   4500,03548aam a2200217   4500
4977,03557aas a2200229   4500,03557aam a2200229   4500
4978,03685aas a2200241   4500,03685aam a2200241   4500
4979,03514aas a2200217   4500,03514aam a2200217   4500
4980,03685aas a2200241   4500,03685aam a2200241   4500
4981,03514aas a2200217   4500,03514aam a2200217   4500
4982,03798aas a2200253   4500,03798aam a2200253   4500
4983,03532aas a2200217   4500,03532aam a2200217   4500
4984,03759aas a2200241   4500,03759aam a2200241   4500
4985,03521aas a2200217   4500,03521aam a2200217   4500
4986,04381aas a2200385   4500,04381aam a2200385   4500
4987,03521aas a2200217   4500,03521aam a2200217   4500
4988,03534aas a2200217   4500,03534aam a2200217   4500
4989,03534aas a2200217   4500,03534aam a2200217   4500
4990,03534aas a2200217   4500,03534aam a2200217   4500
4991,05044aas a2200241   4500,05044aam a2200241   4500
4992,04285aas a2200289   4500,04285aam a2200289   4500
4993,03584aas a2200229   4500,03584aam a2200229   4500
4994,03749aas a2200241   4500,03749aam a2200241   4500
4995,03689aas a2200241   4500,03689aam a2200241   4500
4996,03686aas a2200229   4500,03686aam a2200229   4500
4997,03634aas a2200241   4500,03634aam a2200241   4500
4998,03530aas a2200217   4500,03530aam a2200217   4500
5002,03904    a2200517   4500,03904  m a2200517   4500
5004,01761    a2200289   4500,01761  m a2200289   4500
5005,01950    a2200349   4500,01950  m a2200349   4500
5007,01840aac a2200277   4500,01840aam a2200277   4500
5019,02876    a2200349   4500,02876  m a2200349   4500
5020,01649    a2200325   4500,01649  m a2200325   4500
5028,02778    a2200409   4500,02778  m a2200409   4500
5029,01405    a2200265   4500,01405  m a2200265   4500
5033,02012    a2200385   4500,02012  m a2200385   4500
5038,02544    a2200421   4500,02544  m a2200421   4500
5039,01980    a2200349   4500,01980  m a2200349   4500
5041,02470    a2200301   4500,02470  m a2200301   4500
5042,01770    a2200361   4500,01770  m a2200361   4500
5043,02932    a2200541   4500,02932  m a2200541   4500
5044,03005    a2200349   4500,03005  m a2200349   4500
5048,02118    a2200421   4500,02118  m a2200421   4500
5049,02888    a2200541   4500,02888  m a2200541   4500
5052,01388    a2200265   4500,01388  m a2200265   4500
5055,03032    a2200529   4500,03032  m a2200529   4500
5067,04811    a2200841   4500,04811  m a2200841   4500
5070,03345    a2200457   4500,03345  m a2200457   4500
5071,01583    a2200313   4500,01583  m a2200313   4500
5074,02753    a2200325   4500,02753  m a2200325   4500
5077,01284    a2200241   4500,01284  m a2200241   4500
5078,03836    a2200721   4500,03836  m a2200721   4500
5079,04940    a2200865   4500,04940  m a2200865   4500
5080,01327    a2200265   4500,01327  m a2200265   4500
5081,02032    a2200397   4500,02032  m a2200397   4500
5082,06123    a2201069   4500,06123  m a2201069   4500
5083,02996aac a2200337   4500,02996aam a2200337   4500
5087,01393    a2200289   4500,01393  m a2200289   4500
5088,01396    a2200289   4500,01396  m a2200289   4500
5089,01779    a2200301   4500,01779  m a2200301   4500
5093,01638    a2200349   4500,01638  m a2200349   4500
5094,01646    a2200325   4500,01646  m a2200325   4500
5095,02029aca a2200313   4500,02029acm a2200313   4500
5096,02327    a2200325   4500,02327  m a2200325   4500
5097,04283    a2200769   4500,04283  m a2200769   4500
5098,02457    a2200373   4500,02457  m a2200373   4500
5102,01807    a2200361   4500,01807  m a2200361   4500
5110,01774    a2200301   4500,01774  m a2200301   4500
5116,01938    a2200313   4500,01938  m a2200313   4500
5119,02762    a2200481   4500,02762  m a2200481   4500
5122,02025    a2200397   4500,02025  m a2200397   4500
5125,06402    a2201117   4500,06402  m a2201117   4500
5126,01663    a2200325   4500,01663  m a2200325   4500
5127,01776    a2200349   4500,01776  m a2200349   4500
5128,02716    a2200565   4500,02716  m a2200565   4500
5135,01804    a2200301   4500,01804  m a2200301   4500
5138,02282    a2200421   4500,02282  m a2200421   4500
5140,01847    a2200277   4500,01847  m a2200277   4500
5143,01550    a2200277   4500,01550  m a2200277   4500
5144,01369aad a2200253   4500,01369aam a2200253   4500
5146,02370    a2200433   4500,02370  m a2200433   4500
5147,01695    a2200313   4500,01695  m a2200313   4500
5148,02267    a2200349   4500,02267  m a2200349   4500
5149,02751    a2200409   4500,02751  m a2200409   4500
5150,02749    a2200421   4500,02749  m a2200421   4500
5151,03288    a2200469   4500,03288  m a2200469   4500
5152,01658aad a2200289   4500,01658aam a2200289   4500
5153,01669aad a2200265   4500,01669aam a2200265   4500
5159,02611    a2200493   4500,02611  m a2200493   4500
5164,01534    a2200277   4500,01534  m a2200277   4500
5165,02713    a2200517   4500,02713  m a2200517   4500
5167,01920    a2200325   4500,01920  m a2200325   4500
5173,01885    a2200397   4500,01885  m a2200397   4500
5174,02211    a2200397   4500,02211  m a2200397   4500
5177,04111    a2200757   4500,04111  m a2200757   4500
5181,04304    a2200673   4500,04304  m a2200673   4500
5182,03190aas a2200601   4500,03190aam a2200601   4500
5184,01669    a2200289   4500,01669  m a2200289   4500
5190,03154    a2200529   4500,03154  m a2200529   4500
5192,01472    a2200301   4500,01472  m a2200301   4500
5193,03115    a2200541   4500,03115  m a2200541   4500
5194,00771ata a2200181   4500,00771atm a2200181   4500
5195,02122    a2200421   4500,02122  m a2200421   4500
5196,02151    a2200349   4500,02151  m a2200349   4500
5197,01622    a2200301   4500,01622  m a2200301   4500
5198,01809    a2200301   4500,01809  m a2200301   4500
5200,01738    a2200349   4500,01738  m a2200349   4500
5201,01735    a2200289   4500,01735  m a2200289   4500
5202,02242    a2200457   4500,02242  m a2200457   4500
5205,01957    a2200277   4500,01957  m a2200277   4500
5211,02787    a2200337   4500,02787  m a2200337   4500
5216,02435    a2200445   4500,02435  m a2200445   4500
5218,02557    a2200361   4500,02557  m a2200361   4500
5222,02585    a2200409   4500,02585  m a2200409   4500
5225,01965    a2200301   4500,01965  m a2200301   4500
5226,01450    a2200229   4500,01450  m a2200229   4500
5234,04419    a2200637   4500,04419  m a2200637   4500
5236,02669    a2200325   4500,02669  m a2200325   4500
5237,02790    a2200469   4500,02790  m a2200469   4500
5238,04114    a2200685   4500,04114  m a2200685   4500
5241,01205    a2200229   4500,01205  m a2200229   4500
5242,01220    a2200229   4500,01220  m a2200229   4500
5243,00881aas a2200193   4500,00881aam a2200193   4500
5244,01076aas a2200217   4500,01076aam a2200217   4500
5245,01894    a2200397   4500,01894  m a2200397   4500
5246,01417    a2200265   4500,01417  m a2200265   4500
5250,01462    a2200313   4500,01462  m a2200313   4500
5256,01785    a2200313   4500,01785  m a2200313   4500
5258,02377    a2200349   4500,02377  m a2200349   4500
5259,02709    a2200469   4500,02709  m a2200469   4500
5260,02364    a2200349   4500,02364  m a2200349   4500
5266,02689    a2200445   4500,02689  m a2200445   4500
5267,02913    a2200457   4500,02913  m a2200457   4500
5269,04247    a2200721   4500,04247  m a2200721   4500
5271,01072    a2200241   4500,01072  m a2200241   4500
5272,01277    a2200277   4500,01277  m a2200277   4500
5274,01932    a2200361   4500,01932  m a2200361   4500
5275,01852    a2200361   4500,01852  m a2200361   4500
5277,01627    a2200373   4500,01627  m a2200373   4500
5279,03562    a2200649   4500,03562  m a2200649   4500
5283,01659    a2200349   4500,01659  m a2200349   4500
5290,04162    a2200781   4500,04162  m a2200781   4500
5299,00272    a2200097   4500,00272  m a2200097   4500
5328,00387    a2200109   4500,00387  m a2200109   4500
5338,00318    a2200109   4500,00318  m a2200109   4500
5347,00390    a2200109   4500,00390  m a2200109   4500
5361,00326    a2200109   4500,00326  m a2200109   4500
5377,00331    a2200109   4500,00331  m a2200109   4500
5382,00351    a2200121   4500,00351  m a2200121   4500
5384,00325    a2200109   4500,00325  m a2200109   4500
5407,00354    a2200121   4500,00354  m a2200121   4500
5413,00317    a2200109   4500,00317  m a2200109   4500
5448,00313    a2200109   4500,00313  m a2200109   4500
5449,00302    a2200109   4500,00302  m a2200109   4500
5450,00311    a2200109   4500,00311  m a2200109   4500
5451,00329    a2200109   4500,00329  m a2200109   4500
5452,00313    a2200109   4500,00313  m a2200109   4500
5454,00355    a2200109   4500,00355  m a2200109   4500
5494,00310    a2200097   4500,00310  m a2200097   4500
5498,00324    a2200109   4500,00324  m a2200109   4500
5504,00332    a2200109   4500,00332  m a2200109   4500
5512,00351    a2200121   4500,00351  m a2200121   4500
5544,00355    a2200121   4500,00355  m a2200121   4500
5546,00329    a2200109   4500,00329  m a2200109   4500
5558,00352    a2200121   4500,00352  m a2200121   4500
5575,00424    a2200121   4500,00424  m a2200121   4500
5579,00476    a2200133   4500,00476  m a2200133   4500
5585,00459    a2200133   4500,00459  m a2200133   4500
5586,00461    a2200133   4500,00461  m a2200133   4500
5591,00454    a2200133   4500,00454  m a2200133   4500
5595,00480    a2200133   4500,00480  m a2200133   4500
5601,00469    a2200133   4500,00469  m a2200133   4500
5602,00464    a2200133   4500,00464  m a2200133   4500
5604,00463    a2200133   4500,00463  m a2200133   4500
5654,00452    a2200133   4500,00452  m a2200133   4500
5662,00466    a2200133   4500,00466  m a2200133   4500
5663,00478aca a2200133   4500,00478acm a2200133   4500
5664,00451    a2200133   4500,00451  m a2200133   4500
5668,00380    a2200109   4500,00380  m a2200109   4500
5672,00389    a2200109   4500,00389  m a2200109   4500
5674,00374    a2200109   4500,00374  m a2200109   4500
5675,00347    a2200109   4500,00347  m a2200109   4500
5676,00335    a2200109   4500,00335  m a2200109   4500
5683,00465aca a2200133   4500,00465acm a2200133   4500
5685,00406    a2200121   4500,00406  m a2200121   4500
5688,00415    a2200121   4500,00415  m a2200121   4500
5689,00407    a2200121   4500,00407  m a2200121   4500
5690,00408    a2200121   4500,00408  m a2200121   4500
5700,01149    a2200277   4500,01149  m a2200277   4500
5731,01175    a2200277   4500,01175  m a2200277   4500
5746,00421    a2200133   4500,00421  m a2200133   4500
5750,00381    a2200109   4500,00381  m a2200109   4500
5773,00324    a2200109   4500,00324  m a2200109   4500
