biblioitem,title,call_number,barcode,source_of_acquisition
18002,Het orgel in de aula van het stedelijk museum te Schiedam,INS3.1e NL.SCH,20130920,Koopman
18003,Het orgel in de doopsgezinde kerk te Almelo,INS3.1e NL.ALM,20130416,Koopman
18004,Het orgel in de dorpskerk te Ruurlo,INS3.1e NL.RUU,20130445,Koopman
18005,Het orgel in de dorpskerk te Zandeweer,INS3.1e NL.ZAN,20130861,Koopman
18006,Het orgel in de Evangelisch-Lutherse kerk te Hoorn,INS3.1e NL.HOO2,20130379,Koopman
18006,Het orgel in de Evangelisch-Lutherse kerk te Hoorn,INS3.1e NL.HOO2,20130849,Koopman
18008,Het orgel in de hervormde kerk te Asperen,INS3.1e NL.ASP,20130371,Koopman
18009,Het orgel in de hervormde kerk te Eenrum,INS3.1e NL.EEN,20130862,Koopman
18010,Het orgel in de Hervormde Kerk te Wirdum,INS3.1e NL.WIR,20130454,Koopman
18011,Orgel in de kerk van de H. H. Philippus en Jacobus te Koewacht Z. Vl.,INS3.1e BE.KOE,20130434,Koopman
18012,Het orgel in de Lokhorstkerk,INS3.1e NL.LEI,20130569,Koopman
18013,Het orgel in de parochiekerk van de H. Bonifacius te Zaandam,INS3.1e NL.ZAA,20130455,Koopman
18014,Het orgel in de R. K. Kerk van de H. H. Simon en Judas te Ootmarsum,INS3.1e NL.OOT,20130442,Koopman
18015,Het orgel in de Sint Lambertuskerk te Helmond,INS3.1e NL.HEL,20130427,Koopman
18016,Het orgel in de St. Martinuskerk te Gronsveld,INS3.1e NL.GRO2,20130425,Koopman
18017,"Orgel in Oelinghausen (DE), Pfarrkirche St. Petri",INS3.1e DE.ARN,20130464,Koopman
18019,De orgelmakers Schmidt in Oost Nederland,INS3.1b SCHM,20130375,Koopman
18020,Orgeln in Oxford - Cambridge - London,INS3.1a UK,20130408,Koopman
18021,De orgels van de Stevenskerk te Nijmegen,INS3.1e NL.NIJ,20130438,Koopman
18021,De orgels van de Stevenskerk te Nijmegen,INS3.1e NL.NIJ,20130818,Koopman
18023,Het orgel van de Jacobikerk te Utrecht,INS3.1e NL.UTR,20130450,Koopman
18023,Het orgel van de Jacobikerk te Utrecht,INS3.1a NL,20126627f,Koopman
18024,Het orgel van de Oude Kerk te Amsterdam,INS3.1e NL.AMS,20130417,Koopman
18025,Het orgel van Mattheüs de Crane in Batenburg,INS3.1e NL.BAT,20130361,Koopman
18026,Het orgel van Oostwold,INS3.1e NL.OOS,20130440,Koopman
18027,Het orgel van Paesens: van rooms-katholiek gebruik in Alkmaar en Volendam naar de psalmen en gezangen van Paesens,INS3.1e NL.PAE,20130372,Koopman
18028,Een orgel voor de gasthuiskapel te Zaltbommel.,INS3.1e NL.ZAL,20130362,Koopman
18029,Orglarna i Falu Kristine Kyrka,INS3.1e SE.FAL,20130393,Koopman
18030,Orglarna i Leksands Kyrka. ,INS3.1e SE.LEK,20130819,Koopman
18030,Orglarna i Leksands Kyrka. ,INS3.1e SE.LEK,20130394,Koopman
18032,l'Orgue de Cucuron et son histoire,INS3.1e FR.CUC,20130400,Koopman
18033,l'Orgue de l'eglise Saint-Michel - Gerpinnes,INS3.1e BE.GER,20130568,Koopman
18034,L'Orgue du Petit-Andely & l'oeuvre d'orgue de François Couperin,INS3.1e FR.AND,20130398,Koopman
18035,l'Orgue espagnol et son histoire,INS3.1a ES,20130386,Koopman
18036,Les orgues de Saint-Pierre-aux-Liens a Bulle,INS3.1 e CH.BUL,20130395,Koopman
18037,Les orgues historiques de l'Eglise St-Grégoire de Ribeauvillé,INS3.1e FR.RIB,20130402,Koopman
18062,De oude Salviuskerk te Limbricht,TOP NL.LIM,20130359,Koopman
18072,Overdracht en ingebruikneming van het orgel in de Gereformeerde Kerk te Lisse,INS3.1e NL.LIS,20130436,Koopman
18080,Over Taeke Pieters Klimstra (1858-1945). Orgelmaker te Wierum en Metslawier,INS3.1b KLIM,20130779,Koopman
18107,Der Palestrinastil und seine Bedeutung in der vokalen Kirchenmusik des achtzehnten Jahrhunderts: ein Beitrag zur Geschichte der Kirchenmusik in Italien und Deutschland,GEN5,20122534,Koopman
18127,Partimento and Continuo Playing,MTP2 MOEL,20126451,Koopman
18174,Perkussionsinstrumente in der Kunstmusik vom 16. bis zur Mitte des 19. Jahrhunderts,INS8a,20130460,Koopman
18321,Pierre Van Maldere: ,BIO VANM1 d,20123078,Koopman
18349,Playing with History:,MTP2 BUTT,20126453,Koopman
18381,The positive organ built by Mariusz Syller for the capella Bydgostiensis,INS3.1b SYLL,20130391,Koopman
18437,Les principes du clavecin,INS3.2c SAIN,20124989,Koopman
18584,Een reconstructie van een bijzonder orgel,INS3.1e NL.ELB,20130363,Koopman
18605,The Reflections of Memory: ,MTP2 BLIN,20121522,Koopman
18615,Regola Rubertina. Teil 1 und Teil 2. ,INS4.5c GANA,20124886,Koopman
18654,International Musicological Society. Report of the twelfth congress Berkeley 1977,REF3 HEAR,20122745,Koopman
18669,De restauratie/reconstructue van het orgel in de Sint-Salviuskapel te Limbricht,INS3.1e Nl.LIM,20130360,Koopman
18670,De restauratie van het grote orgel van de Sint Jan te 's-Hertogenbosch,INS3.1e NL.HER,20130429,Koopman
18787,Saint Guilhem le Desert,INS3.1e FR.SAI1,20130403,Koopman
18788,Salamanque et ses cathedrales,INS 3.1a ES.SAL,20130389,Koopman
18806,Het Scheuer-orgel te Holwerd. Beknopt overzicht over zijn geschiedenis,INS3.1e NL.HOL,20130432,Koopman
18819,School en muziek in de middeleeuwen:,GHM3,20128079,Koopman
18966,Smits orgel in de kerk v. d. H. Servatius Oijen bij Oss,INS3.1e NL.OIJ,20130443,Koopman
19044,Souvigny,INS3.1e FR.SOU,20130406,Koopman
19098,Stilisierung als kunstvermittelnder Prozess:,TOP FR 5,20125264,Koopman
19124,Der Streichbogen.,INS4a,20130187,Koopman
19155,Studies in Baroque:,REF4 KOOP,20127468,Koopman
19172,Sturm und Drang in Literatur und Musik,LIT SIEG a,20130355,Koopman
19173,Orgel in St. Veit am Vogau (AT): kath. Pfarrkirche,INS3.1e AT.SAN2,20130777,Koopman
19204,Het symfonisch orgel van het muziekcentrum Frits Philips te Eindhoven,INS3.1e NL.EIN,20130422,Koopman
19294,Thematisches Werkverzeichnis der Kompositionen von Johannes Sperger (1750-1812),BIO SPER c,20130462,Koopman
19369,Tolède,INS 3.1a ES.TOL,20130390,Koopman
19384,De totstandkoming van het Hinsz-orgel in de Catharinakerk te Roden,INS3.1e NL.ROD,20130376,Koopman
19398,Traité d'accompagnement pour le théorbe et le clavecin,INS5.1c DELA,20121963,Koopman
19405,Traité de l'accord de l'espinette.,INS3.2c DENI,20126419,Koopman
19416,Traité des agréments de la musique,TRE TART,20124951,Koopman
19427,[De la Porte] Traité théorique et pratique de l'accompagnement du clavecin. [Dubugrarre] Methode plus courte et plus facile que l'ancienne pour l'accompagnement du clavecin,INS3.2c PORT,20121936,Koopman
19446,Tratado de glosas sobre clausulas y otros generos de puntos en la musica de violones,TRE ORTI,20124495,Koopman
19477,Twee gerestaureerde Friese orgels,INS3.1a NL.FRI,20130424,Koopman
19478,Twee interessante orgels wachten op restauratie,INS3.1a NL,20130856,Koopman
19521,Een uniek Westfaals orgel: het Diedrich Martens-orgel (1725) in de Protestantse kerk te Losser,INS3.1e NL.LOS,20130367,Koopman
19589,"La vie de violoniste Jean Malherbe, maître de chapelle de S.A.S. le Prince d'Orange et de Nassau :",BIO MALH d,20129277,Koopman
19593,Vienne. Piaristenkirche,INS3.1a AT.VIE,20130385,Koopman
19628,Le voir-dit de Guillume de Machaut: étude littéraire,BIO MACH e,20129887,Koopman
19632,Vokale Kammermusik im 18. Jahrhundert,GEN 11,20130415,Koopman
19661,Vulgari orecchie purgate orecchie: De relatie tussen publiek en muziek in het Venetiaanse motetoeuvre van Adriaan Willaert,BIO WILL4 e,20130603,Koopman
19735,Wie mit aller Vollkommenheit und Meisterschaft des Klavichord zu spielen sei,INS3.2c,20130653,Koopman
19739,...Wij komen ook voor het orgel...,INS3.1e NL.AMS,20130418,Koopman
19739,...Wij komen ook voor het orgel...,INS3.1e NL.AMS,20126627b,Koopman
19823,"""...Zijnde er geen fraaijer en doelmatiger orgel in de Provincie Friesland"": over de orgels in de statie en parochiekerk van Workum",INS3.1a NL.WOR,20130374,Koopman
19828,Zur Baugeschichte der Harfe vom Mittelalter bis zum 19. Jahrhundert,INS5.3b,20129541,Koopman
19831,Zur Dramaturgie der Barockoper:,BIO HAND e,2013240,Koopman
19842,De Zwolse Orgelmaker Jan van Loo (1823-1910),INS3.1b LOO,20130370,Koopman
19844,Johann Paschens Beschreibung wahrer Tanz-Kunst :,GEN 17,20124972,Koopman
19845,Tantzteuffel :,GEN 17,20126439,Koopman
19846,Zufällige Gedanken von der Kirchenmusic ;,GEN 2,20127112,Koopman
19847,"Theatrum musicæ choralis, das ist: Kurze und gründliche erklärte verfassung der aretinischer und gregorianischer singkunst /",GEN 2,20126399,Koopman
19854,Das Vibrato in der Musik des Barock :,MTP2 MOEN,20125173,Koopman
19855,"Dirigent und Ripienist für angehende Musikdirigenten, Musiker und Musikfreunde",MTP 2 GASS,20121973,Koopman
19856,L'Estro di Dio: saggi di estetica,AES SEQU,20128978,Koopman
19858,Performance Pratice:,MTP2 VINQ,20123308,Koopman
19859,The Notation is Not the Music: Reflections on Early Music Practice and Performance,TRE KUIJ,20126845,Koopman
19860,Medicinische Anekdoten 1767.,SCI ANON,20121974,Koopman
19861,The Method of Flute Playing.,INS6.2c DROU,20124439,Koopman
19862,Musikalische Discurse,TRE BEER,20126187,Koopman
19863,Beschryvinghe van alle de Neder-Landen;,TOP NL 4,20126230,Koopman
19878,Pharmacopœa Ultratrajectina 1656,SCI VAND,20135574,Koopman
19879,Untersuchung von den Kranckheiten der Künstler und Handwerker 1718.,SCI RAMA,20124492,Koopman
19880,Musurgia seu praxis musicæ,TRE LUSC,20127108,Koopman
19881,Fondements de la basse continuë ,TRE GHEY,20126435,Koopman
19882,Das Tempo in der Musik von Barock und Vorklassik.,MTP1 MIEH,20122549,Koopman
19885,Musica poetica,TRE BURM,20124983,Koopman
19886,"A dissertation on the rise, union, and power, the progressions, separations, and corruptions, of poetry and music",TRE BROW,20126071,Koopman
19888,An Elementary Treatise on Musical Intervals and Temperament,TRE BOSA,20126189,Koopman
19889,"Il patricio, overo de' tetracordi armonici",TRE BOTT,20124681,Koopman
19891,Il melone e il melone secondo,TRE BOTT,20124658,Koopman
19892,Il desiderio overo de' concerti di varii strumenti musicali,TRE BOTT,20124680,Koopman
19893,Principes de composition: fac-similé du manuscrit Rés. Vmb. ms. 2 de la bibliothèque nationale de France,TRE BERN,20126413,Koopman
19895,Nova quatuor vocibus componendi methodus,TRE BONT,20126407,Koopman
19896,Regole passagi di musica,TRE BOVI,20136149,Koopman
19897,Miscellanea musicale,TRE BERA,20124675,Koopman
19898,Documenti armonici,TRE BERA,20124676,Koopman
19899,Traité abregé sur la basse continue = Korte verhandeling over de basso continuo,TRE BOUT,20136173,Koopman
19900,Traicté de musique,TRE BIST,20124335,Koopman
19901,Lettere Armoniche,TRE BANC,20126185,Koopman
19902,"Cartella musicale nel canto figurato, fermo & contrapunto",TRE BANC,20126186,Koopman
19903,Zangh-Bloemzel & Kort Sangh-Bericht,TRE BAN,20124686,Koopman
19904,Regulae Compositionis Fundamentalis Musurgiae,TRE AUFS,20124716,Koopman
19905,L'Artusi overo delle imperfettioni della moderna musica,TRE ARTU,20124814,Koopman
19906,De Hollandsche spectator,TRE EFFE,20126050,Koopman
19907,Musicus autodidactos oder Der sich selbst informierende musicus,TRE EISE,20121967,Koopman
19908,Compendio musicale,TRE BISM,20124678,Koopman
19909,Practica musica,TRE FINC,20121970,Koopman
19919,"Manuductio nova methodico-practica ad bassum generalem: das ist: neue, Vortheilhaffte, reale Handleitung zu dem General-Bass",TRE BODD,20124383,Koopman
19920,Opusculum musicæ compilatum,TRE FELS,20121969,Koopman
19922,Dictionnaire de musique d'après Furetière,TRE FURE,20126268,Koopman
19923,Gradus ad Parnassum,TRE FUX,20126267,Koopman
19924,Die Kunst des Flötenspiels op.138,TRE FURS,20124440,Koopman
19925,Musicæ compendium,TRE DESC,20121962,Koopman
19926,Duo dialoghi della musica,TRE DENT,20121965,Koopman
19927,Isagoge artis musicae,TRE DEMA,20121964,Koopman
19928,Les principe de la guitarre,TRE DERO,20124905,Koopman
19929,"Essempi delli passaggi delle consonanze, et dissonanze, et d'altre cose pertinenti al compositore",TRE BONA,20126412,Koopman
19930,Libro de passaggi ascendenti et descendenti,TRE SPAD,20121968,Koopman
19931,"Della prattica musica vocale, et strumentale",TRE CERR,20121957,Koopman
19932,La musique universelle contenant toute la pratique et toute la théorie,TRE COUS,20124371,Koopman
19933,Le cycle harmonique,TRE HUYG,20126051,Koopman
19934,"Hucbald, Guido, and John on Music",TRE HUCB,20129156,Koopman
19935,Musurgia universalis,TRE KIRC,20124971,Koopman
19936,Die wahren Grundsätze zum Gebrauch der Harmonie,TRE KIRN,20124956,Koopman
19937,Grundsätze des Generalbasses als erste Linien zur Composition,TRE KIRN,20126052,Koopman
19938,Neue und curieuse theatralische Tantz-Schul,TRE LAMB,20121922,Koopman
19939,"Præcedenz-Streit aus ""Battalus der vorwitzige musicant""",LIT KUHN a,20124970,Koopman
19941,Comparaison de la musique italienne et de la musique française,TRE LECE,20124372,Koopman
19942,Interpreting Bach's Well-tempered Clavier:,BIO BACH1 e,20126860,Koopman
19944,Breue et facile maniera d'essercitarsi a far passaggi,TRE CONF,20124500,Koopman
19945,Passagi sopra tutti li salmi che ordinariamente canta Santa Chiesa,TRE CONF,20124851,Koopman
19946,Tetrachordum musices,TRE COCH,20124603,Koopman
19947,Compendium musices,TRE COCL,20121960,Koopman
19948,Dell'arbore musicale,TRE CERR,20121958,Koopman
19949,Sopplimenti musicali,TRE ZARL,20126233,Koopman
19950,Le istitutioni harmoniche,TRE ZARL,20126234,Koopman
19954,Musiktheoretische Schriften,TRE WERC,20124984,Koopman
19962,La Petite Bande:,BIO KUIJ d,20136245,Koopman
19969,Francesc Valls: Mapa Armónico Práctico (1742a),TRE VALL,20124652,Koopman
19970,Brevia musicae rudimenta & D. A. Valcooch: een reghel der Duytsche schoolmeesters (musical part),TRE VALC,20126406,Koopman
19971,The Art of Dancing,TRE TOML,20126065,Koopman
19972,Dichiaratione della galleria armonica,INS1b IT.ROM,20124487,Koopman
19973,Terminorum musicae diffinitorium,TRE TINC,20126398,Koopman
19974,Il compendio della musica,TRE TIGR,20126235,Koopman
19975,Gramatica di musica,TRE TESS,20124955,Koopman
19983,"Music and Theatre in France, 1600-1680",TOP FR 5,20129331,Koopman
19993,Toscanello in musica,TRE ARON,20124691,Koopman
19994,Lucidario in musica,TRE ARON,20124988,Koopman
19995,[2 letters],KTS2 C2.41 26C16,20135779,Koopman
19997,Collected Writings on Musical Acoustics (Paris 1700-1713),TRE SAUV,20126404,Koopman
19999,Musicus danicus eller Danske sangmester,TRE SCHA,20126263,Koopman
20000,Grundrichtiger Unterricht der musikalischen Kunst oder Vierfaches musikalisches Kleeblatt,TRE SPEE,20126394,Koopman
20002,"Temperatura practica,",TRE SINN,20129540,Koopman
20003,Anleitung Dekorationen und Theatermaschinen herzustellen,TRE SABB,20126249,Koopman
20011,Reicha's Compositions-Lehre,TRE REIC,20126264,Koopman
20012,Musikalisches Kuntsmagazin,TRE REIC2,20126251,Koopman
20013,Réflexions historiques et critiques sur les différens théâtres de l'Europe,TRE RICC,20124509,Koopman
20016,Complete Theoretical Writings,TRE RAME,20126260,Koopman
20017,Musica practica,TRE RAMO,20126243,Koopman
20018,A Briefe Discourse of the True Use of Charact'ring the Degrees,TRE RAVE,20135788,Koopman
20019,Syntagma musicum,TRE PRAE,20124655,Koopman
20019,Syntagma musicum,TRE PRAE,20124654,Koopman
20019,Syntagma musicum,TRE PRAE,20124653,Koopman
20022,The English Dancing Master,TRE PLAY,20124666,Koopman
20023,Li primi albori musicali,TRE PENN,20126246,Koopman
20025,Difesa della musica moderna e de' suoi celebri esecutori,TRE MANF,20124480,Koopman
20026,Scintille di musica,TRE LANF,20124497,Koopman
20027,Nouveau traitè des règles pour la composition de la musique,TRE MASS,20124982,Koopman
20031,Die Verbindung der Musik mit der Artzneygelahrheit 1745,TRE NICO,20126216,Koopman
20032,Musices poeticæ sive De compositione cantus,TRE NUCI,20126396,Koopman
20033,Neu eröffnete musikalische Bibliothek,TRE MIZL,20124966,Koopman
20033,Neu eröffnete musikalische Bibliothek,TRE MIZL,20124965,Koopman
20033,Neu eröffnete musikalische Bibliothek,TRE MIZL,20124964,Koopman
20036,Anfangs-Gründe des General Basses,TRE MIZL,20124963,Koopman
20037,Instruction méthodique et fort facile pour apprendre la musique pratique / Traité de la musique pratique divisé en deux parties,TRE BLOC,20126232,Koopman
20038,Epitoma utriusque musicæ practicæ,TRE MONE,20126402,Koopman
20039,Méthode raisonnée pour apprendre à jouer du violon,INS4.1c MOZA,20121921,Koopman
20040,Vorlesungen über Musik mit Berücksichtigung der Dilettanten,TRE NAGE,20124959,Koopman
20041,Rudimenta musices,TRE MYLI,20124563,Koopman
20042,Regulæ concentuum partituræ 1699,TRE MUFF,20126237,Koopman
20048,Das neu-eröffnete Orchestre,TRE MATT,20124479,Koopman
20049,Critica musica,TRE MATT,20126410,Koopman
20050,"Das beschützte Orchestre, oder desselben Zweyte Eröffnung",TRE MATT,20124510,Koopman
20051,Der musicalische Patriot,TRE MATT,20126411,Koopman
20052,Grundlage einer Ehrenpforte,TRE MATT,20126248,Koopman
20053,Philologisches Tresespiel,TRE MATT,20126409,Koopman
20054,Ragionamento di musica,TRE PONT,20126066,Koopman
20055,La vraie manière de diminuer,TRE CASA,20126073,Koopman
20056,Elementorum musices practicae / Rudiments de musique practique / Nouvelle instruction familière,TRE MART,20124604,Koopman
20057,Escuela música según la práctica moderna,TRE NASS,20126259,Koopman
20057,Escuela música según la práctica moderna,TRE NASS,20126258,Koopman
20060,Del sonare sopra'l basso con tutti li stromenti e dell'uso loro nel conserto,TRE AGAZ,20124690,Koopman
20061,Schriften zur Musik,TRE AHLE,20124977,Koopman
20062,Systematische Einleitung in die musicalische Setzkunst nach den Lehrsätzen des Herrn Rameau,TRE ALEM,20126183,Koopman
20063,Templum Musicum,TRE ALST,20124601,Koopman
20064,Lyra Barberina,TRE DONI,20124381,Koopman
20064,Lyra Barberina,TRE DONI,20124380,Koopman
20066,"La regola del contraponto, e della mvsical compositione",TRE ANGL,20126158,Koopman
20069,Redeneeringen over nuttige muzikaale onderwerpen,TRE GRAT,20127119,Koopman
20070,Ad venerabilem virum M. Benedictum Cosminium epistola,TRE GALL,20124482,Koopman
20072,Reglas generales de acompañar,TRE TORR,20124501,Koopman
20073,Le droict chemin de musique,TRE BOUR,20124969,Koopman
20074,"Principes de musique, par demandes et par réponses",TRE DUPO,20124598,Koopman
20075,Etrennes de musique,TRE CAPP,20124483,Koopman
20076,Instructio musicalis,TRE BERT,20126151,Koopman
20077,El arte tripharia,TRE BERM,20124677,Koopman
20078,Les traités d'Henri-Arnault de Zwolle et de divers anonymes,TRE ARNA,20124332,Koopman
20087,"Lob und Preis der löblichen Kunst Musica, 1538",TRE WALT,20126401,Koopman
20089,Regola e breve raccordo,TRE BARC,20124908,Koopman
20090,Musica getutscht 1511,INS1a,20124503,Koopman
20091,Dietrich Buxtehude.,BIO BUXT d,20122876,Koopman
20099,Le gratie d'amore,TRE NEGR,20126247,Koopman
20100,Compendium musices Latino-Germanicum,TRE ERHA,20135831,Koopman
20113,Peter Benoit:,BIO BENO d,20136344,Koopman
20115,Berlioz et l'Europe romantique,BIO BERL d,20136348,Koopman
20139,Peter Benoit:,BIO BENO d,20131263,Koopman
20148,Acteon.,SCO ABEI,20124564,Koopman
20148,Acteon.,SCO ABEI,20136871,Koopman
20149,Arien,SCO S ALBE,20121966,Koopman
20150,Sonate B-dur für Violine und Basso Continuo,SCO ALBI1,20126086,Koopman
20151,Sonate da chiesa,SCO ALBI1,20126117,Koopman
20152,Trattenimenti armonici per camera,SCO ALBI1,20124800,Koopman
20153,Six sonates pour le clavecin,SCO ABEL,20126301,Koopman
20153,Six sonates pour le clavecin,SCO ABEL,20126302,Koopman
20154,27 pieces for the viola da gamba,SCO ABEL,20124953,Koopman
20155,Six sonates pour le clavecin,SCO ABELL,20126372,Koopman
20156,"XII solos, for a violin or haùtboy with a bass, figur'd for the harpsicord",SCO BABE,20124871,Koopman
20160,Six overtures for the harpsichord or piano forte.,SCO ARNO,20124405,Koopman
20161,Cantatas for a Voice and Instruments,SCO ARNE,20121942,Koopman
20163,Noël! Chantons noël!,SCO S ARMA,20122134,Koopman
20167,"L'antegnata intavolatura de' ricercari d'organo, l'arte organica",SCO ANTE,20124368,Koopman
20170,VIII Sonatas or Lessons for the Harpsichord,SCO ARNE,20136872,Koopman
20171,Il Coriolano,SCO ARIO,20136873,Koopman
20172,Kritischer Bericht: Kantaten zum 1. Weihnachtstag,SCO BACH1,20123547,Koopman
20176,Beethoven:,BIO BEET b,20131277,Koopman
20192,Katalog der Wasserzeichen in Bachs Originalhandschriften,SCO BACH1,20123956,Koopman
20192,Katalog der Wasserzeichen in Bachs Originalhandschriften,SCO BACH1,20123957,Koopman
20201,Drei Sonaten für Viola da Gamba und Obligates Cembalo,SCO BACH1,20124721,Koopman
20202,Vom Himmel hoch,SCO BACH1,20124772,Koopman
20203,Fantasia super komm Heiliger Geist,SCO BACH1,20124729,Koopman
20204,Die Kunst der Fuge,SCO BACH1,20124703,Koopman
20205,"Der Geist hilft unser Schwachheit auf,",SCO BACH1,20124709,Koopman
20206,Das Wohltemperirte Clavier,SCO BACH1,20124726,Koopman
20207,Weihnachtsoratorium,SCO BACH1,20124692,Koopman
20208,Clavier Übung bestehend in einer Aria mit verschiedenen Veraenderungen vors Clavicimbal mit 2 Manualen,SCO BACH1,20124412,Koopman
20209,"Clavier Übung bestehend in verschiedenen Vorspielen über die Catechismus-und andere Gesaenge, vor die Orgel",SCO BACH1,20124920,Koopman
20210,"Clavier Ubung bestehend in einem Concerto nach Italiaenischen Gusto, und einer Overture nach Französischer Art, vor ein Clavicÿmbel mit zweÿen Manualen",SCO BACH1,20124413,Koopman
20211,"Clavier Übung bestehend in Praeludien, Allemanden, Couranten, Sarabanden, Giguen, Menuetten, und andern Galanterien",SCO BACH1,20126429,Koopman
20213,Brandenburgische Konzerte,SCO BACH1,20126083,Koopman
20214,"Angenehmes Wiederau, freue dich in deinen Auen",SCO BACH1,20124704,Koopman
20217,"Jauchzet Gott in allen Landen,",SCO BACH1,20121938,Koopman
20219,XV inventions à 2 et XV sinfonies à 3 pour le clavecin,SCO BACH1,20124384,Koopman
20220,Inventionen und sinfonien,SCO BACH1,20127096,Koopman
20221,Two-and three-prat inventions,SCO BACH1,20126078,Koopman
20223,Hochzeitsquodlibet 1707,SCO BACH1,20124727,Koopman
20224,"Zerreißet, zersprenget, zertrümmert die Gruft,",SCO BACH1,20124706,Koopman
20225,"Gott ist mein König,",SCO BACH1,20126359,Koopman
20228,"Fantasia per il Cembalo,",SCO BACH1,20124702,Koopman
20230,Einige Canonische Veraenderungen über das Weynacht-lied: Vom Himmel Hoch da Komm ich Her,SCO BACH1,20124341,Koopman
20248,Varietà d'harmonia et d'affetto.,REF4 MARZ,20122503,Koopman
20259,Clavis artis lullianæ,TRE ALST,20124978,Koopman
20262,Musica Antiqua pod patronatem UNESCO:,REF3 MUSI,20127925,Koopman
20265,"Italiaansche Spraakkonst,",REF1,20124600,Koopman
20267,"Atalanta fugiens,",TRE MAIE,20126164,Koopman
20268,Theater-Catechismus,LIT LOHL a,20126055,Koopman
20269,Zur Entwicklung der instrumentalen Kammermuzik in der 1. Hälfte des 18. Jahrhunderts.,GEN 12,20134101,Koopman
20270,Die Entwicklung des Solokonzertes im 18. Jahrhundert,GEN 13,20134102,Koopman
20271,Der Einfluss der italienischen Musik in der ersten Hälfte des 18. Jahrhunderts.,GHM 13,20134103,Koopman
20272,Musikzentren in der ersten Hälfte des 18. Jahrhunderts und ihre Ausstrahlung,GHM 5,20129538,Koopman
20273,Musikzentren - Konzertschaffen im 18. Jahrhundert,GHM 5,20134104,Koopman
20274,Der Einfluss des französischen Musik auf die Komponisten der ersten Hälfte des 18. Jahrhunderts.,GHM 5,20134105,Koopman
20275,Die Einflüsse einzelner Interpreten und Komponisten des 18. Jahrhunderts auf das Musikleben ihrer Zeit,GHM 5,20134106,Koopman
20276,Zur Aufführungspraxis und Interpretation der Musik von Johann Sebastian Bach und Georg Friedrich Händel. Johan Sebastian Bach - ein Beitrag zum 300. Geburtstag -,MTP2 THOM,20134107,Koopman
20277,Zur Aufführungspraxis und Interpretation der Musik von Johann Sebastian Bach und Georg Friedrich Händel. Georg Friedrich Händel - ein Beitrag zum 300. Geburtstag - ,MTP2 THOM,20134108,Koopman
20278,Agostino Agazzari - Francesco Bianciardi. Oeuvres théoriques complètes.,MTP2 NAVA,20121944,Koopman
20279,Klavierbüchlein für Anna Magdalena Bach 1725,SCO BACH1,20126204,Koopman
20281,"Konzert c-Moll für zwei Cembali und Streichorchester BWV 1062, Sonata A-Dur für Flöte und Cembalo BWV 1032",SCO BACH1,20121928,Koopman
20282,Konzert D-Dur für Cembalo und Streichorchester BWV 1054,SCO BACH1,20124707,Koopman
20283,Messe A-dur BWV 234,SCO BACH1,20134111,Koopman
20303,"Ausbund, das ist: Etliche schöne christliche Lieder",LIT AUSB a,20127111,Koopman
20304,Gesangpostille,LIT GIGL a,20127113,Koopman
20305,"Etliche schöne christliche Geseng,",LIT AUSB a,20127110,Koopman
20306,"Nicaise,",LIT NICA a,20126063,Koopman
20323,Afrikaense Thalia,LIT FOCQ a,20124474,Koopman
20324,Inleydinghe tot het ontwerp van een Batavische Arcadia,LIT BATA a,20124475,Koopman
20333,Waerachtighe Beschrijvinghe van drie Seylagien,HUM VEER,20126422,Koopman
20336,Apollo of Ghesangh der Musen,LIT KEER a,20127092,Koopman
20342,The Musician in Literature in the Age of Bach,LIT ROSE b,20127259,Koopman
20345,Declaración de Instrumentos musicales,INS1a,20124850,Koopman
20346,Ulenspieghel:,LIT ULEN a,20126057,Koopman
20350,"De Schriftuurlyke geschiedenissen en gelykenissen, ",LIT KUIK a,20124857,Koopman
20351,"Telemann-Beiträge, 2. Folge:",BIO TELE e,20128280,Koopman
20352,Die Polnische und Hanakische Musik in Telemanns Werk,BIO TELE e,20128236,Koopman
20352,Die Polnische und Hanakische Musik in Telemanns Werk,BIO TELE e,20128238,Koopman
20353,Kleine Beiträge zur Telemann-Forschung,BIO TELE e,20128237,Koopman
20354,Johann Sebastian Bach:,BIO BACH1 b,20135968,Koopman
20361,Telemann und Eisenach:,BIO TELE e,20122367,Koopman
20362,Georg Philipp Telemann:,BIO TELE e,20134188,Koopman
20363,Telemanns Beschreibung einer Augen-Orgel (1739):,INS3.9b,20134189,Koopman
20364,Zur Aufführungspraxis und Interpretation der Vokalmusik Georg Philipp Telemanns:,BIO TELE e,20134190,Koopman
20366,Nomocheliurgografìa antica e moderna.,INS1a,20126239,Koopman
20438,Charles Ives.,BIO IVES d,20131516,Koopman
20447,Geschichte des Musik- und Concertwesens in Hamburg vom 14. Jahrhundert bis auf die Gegenwart.,TOP DE.HAM 3,20124986,Koopman
20474,"Abhandlung vom Ursprung und Alter Musik, insonderheit der Vokalmusik",GHM2,20124981,Koopman
20477,Cantorino:,INS2c,20124484,Koopman
20478,Le regole più necessarie per l'introduttione del canto fermo,INS2c,20121959,Koopman
20480,Musicæ.,INS2c,20126160,Koopman
20482,"Vollständige Anleitung zur Singkunst, sowohl für den Sopran, als auch für den Alt",INS2c,20127123,Koopman
